Number of Drones,Attraction Constant,Repulsion Constant,Mean Final Percentage,Std Final Percentage,Mean Data Length,Std Data Length
10,180,0,33.73,20.33,477.33,60.34
10,180,20,55.4,23.48,521.67,100.8
10,180,40,46.2,17.68,504.6,103.75
10,180,60,57.5,19.31,506.73,91.98
10,180,80,65.43,13.89,516.53,115.77
10,180,100,63.57,17.03,475.27,65.13
10,180,120,65.33,16.41,531.47,83.78
10,180,140,66.03,14.78,464.93,53.89
10,180,160,63.43,14.66,523.67,109.26
10,180,180,65.37,16.11,485.2,79.88
10,180,200,62.5,14.19,493.87,69.93
10,180,220,57.33,15.66,484.0,71.96
10,180,240,55.2,19.2,513.67,108.43
10,180,260,46.0,18.66,460.47,69.53
10,180,280,52.9,18.96,457.67,51.42
10,180,300,51.7,19.46,479.47,80.92
10,180,320,42.03,18.13,511.13,103.03
10,180,340,36.77,9.21,459.4,69.2
10,180,360,37.0,18.69,449.07,48.86
10,180,380,37.53,17.37,462.27,64.41
10,180,400,42.07,16.18,452.13,41.87
10,200,0,36.67,20.91,511.0,125.3
10,200,20,42.2,20.72,507.47,139.8
10,200,40,45.27,15.58,564.87,134.72
10,200,60,49.53,13.77,491.87,69.42
10,200,80,60.27,23.13,564.07,132.77
10,200,100,56.5,18.15,464.93,32.23
10,200,120,66.63,13.81,513.87,108.41
10,200,140,71.67,13.68,523.87,84.11
10,200,160,69.4,13.5,574.87,107.87
10,200,180,63.37,15.94,484.2,102.22
10,200,200,63.97,16.84,572.2,159.5
10,200,220,61.17,21.26,476.0,66.98
10,200,240,63.27,21.0,475.33,58.33
10,200,260,58.77,21.35,490.0,79.2
10,200,280,60.63,18.1,467.73,36.61
10,200,300,46.97,13.63,480.47,75.91
10,200,320,45.2,15.68,462.67,38.76
10,200,340,54.13,13.39,472.07,57.94
10,200,360,46.83,12.84,463.93,56.51
10,200,380,45.9,19.08,482.8,102.02
10,200,400,48.67,15.93,470.8,73.24
10,220,0,39.33,15.97,492.53,53.02
10,220,20,42.27,23.3,537.47,158.26
10,220,40,46.9,18.72,566.47,175.09
10,220,60,58.67,23.69,586.53,175.77
10,220,80,63.77,15.07,545.67,75.28
10,220,100,59.37,17.73,482.93,68.05
10,220,120,65.77,16.37,580.87,131.54
10,220,140,69.63,16.24,530.47,88.9
10,220,160,68.3,12.46,532.13,99.89
10,220,180,69.93,18.41,527.13,46.97
10,220,200,63.5,13.69,582.4,127.9
10,220,220,59.57,13.83,470.27,33.32
10,220,240,61.03,18.28,518.27,56.92
10,220,260,65.43,17.32,530.73,101.91
10,220,280,55.97,11.51,505.0,88.72
10,220,300,51.4,13.79,483.4,62.16
10,220,320,50.9,18.67,490.2,63.84
10,220,340,62.0,12.48,474.33,59.68
10,220,360,48.17,18.17,473.53,49.04
10,220,380,46.73,17.58,483.53,78.37
10,220,400,46.67,16.05,465.33,29.27
10,240,0,37.33,21.7,549.47,157.12
10,240,20,40.93,16.75,577.8,183.3
10,240,40,53.27,17.67,529.27,140.26
10,240,60,58.03,20.16,574.13,120.64
10,240,80,63.03,17.86,572.67,124.37
10,240,100,59.0,15.29,553.53,124.37
10,240,120,62.1,16.59,532.07,94.1
10,240,140,62.1,19.64,555.27,110.5
10,240,160,66.7,14.31,505.8,80.64
10,240,180,72.93,12.52,489.93,66.89
10,240,200,69.07,20.83,527.87,113.36
10,240,220,66.67,18.75,535.47,136.54
10,240,240,70.7,12.57,519.13,96.53
10,240,260,69.67,15.53,525.13,94.5
10,240,280,60.8,17.73,490.87,58.32
10,240,300,66.23,14.85,513.8,75.66
10,240,320,61.9,19.19,527.93,77.44
10,240,340,53.1,18.58,496.93,54.18
10,240,360,58.57,17.66,492.4,75.0
10,240,380,52.6,18.53,484.27,51.64
10,240,400,57.23,16.84,470.8,52.48
10,260,0,31.23,18.28,513.27,116.68
10,260,20,32.3,16.07,618.33,214.67
10,260,40,44.0,24.73,516.33,82.75
10,260,60,58.03,17.57,530.0,181.33
10,260,80,54.8,19.51,575.33,142.05
10,260,100,64.87,15.53,507.13,102.34
10,260,120,58.93,18.63,503.33,72.88
10,260,140,71.7,12.89,581.27,129.82
10,260,160,71.07,12.92,543.93,86.82
10,260,180,61.5,15.32,540.13,93.03
10,260,200,64.43,17.88,520.13,76.6
10,260,220,62.0,20.52,494.93,45.01
10,260,240,65.2,15.69,514.27,108.4
10,260,260,69.33,15.93,549.67,112.54
10,260,280,68.47,19.39,508.47,89.26
10,260,300,66.57,14.71,492.93,66.16
10,260,320,59.53,19.61,531.93,70.82
10,260,340,54.7,17.8,513.13,108.0
10,260,360,62.23,16.68,478.2,55.57
10,260,380,52.47,18.89,499.27,32.79
10,260,400,50.5,16.39,488.4,55.35
10,280,0,20.43,16.35,566.33,202.78
10,280,20,41.83,15.55,555.6,133.34
10,280,40,43.27,22.39,546.6,88.14
10,280,60,53.3,18.56,555.33,170.97
10,280,80,64.2,16.51,530.67,55.41
10,280,100,61.77,19.14,578.13,144.89
10,280,120,63.27,17.87,558.8,105.92
10,280,140,64.4,13.46,538.6,68.78
10,280,160,71.97,13.37,560.47,83.0
10,280,180,71.77,15.61,564.6,140.73
10,280,200,68.87,15.92,550.4,120.9
10,280,220,71.33,18.14,520.27,71.07
10,280,240,70.17,14.24,552.07,88.99
10,280,260,71.67,14.77,530.4,66.18
10,280,280,66.1,10.38,527.73,94.97
10,280,300,69.03,14.39,553.47,80.2
10,280,320,62.9,17.25,560.2,107.09
10,280,340,60.83,16.51,503.47,91.84
10,280,360,51.57,18.93,529.73,97.81
10,280,380,50.3,16.85,495.73,89.62
10,280,400,55.6,15.25,498.27,46.17
10,300,0,28.7,11.96,534.53,120.06
10,300,20,29.97,17.77,520.53,99.41
10,300,40,44.47,16.28,555.8,107.15
10,300,60,55.33,20.41,592.93,122.59
10,300,80,56.2,17.89,630.0,160.35
10,300,100,58.57,11.58,564.2,111.26
10,300,120,61.17,18.53,599.8,137.78
10,300,140,64.73,18.52,576.93,114.65
10,300,160,69.03,20.12,598.07,141.37
10,300,180,75.27,10.58,591.53,184.56
10,300,200,67.73,15.65,521.73,61.12
10,300,220,77.13,13.05,537.73,83.7
10,300,240,69.1,14.06,533.47,98.12
10,300,260,65.57,15.7,524.13,79.84
10,300,280,66.4,14.08,544.33,162.16
10,300,300,63.53,18.35,579.87,103.62
10,300,320,68.97,12.99,608.13,169.92
10,300,340,64.7,15.7,512.53,60.31
10,300,360,63.2,14.57,494.73,46.69
10,300,380,64.0,15.51,501.33,50.18
10,300,400,64.27,14.22,505.6,70.9
10,320,0,28.07,20.23,553.13,96.37
10,320,20,34.07,17.85,544.4,98.48
10,320,40,44.8,22.89,573.0,133.41
10,320,60,57.33,23.03,572.47,80.41
10,320,80,56.37,21.93,575.8,96.15
10,320,100,61.63,15.38,557.27,68.4
10,320,120,57.5,19.71,604.2,76.65
10,320,140,64.4,15.65,615.6,113.1
10,320,160,70.6,13.01,581.4,140.89
10,320,180,71.67,16.47,533.4,78.34
10,320,200,63.27,14.12,584.2,110.35
10,320,220,75.37,15.7,553.33,63.5
10,320,240,74.3,13.85,508.4,51.52
10,320,260,68.37,20.51,577.87,116.75
10,320,280,60.07,15.63,536.67,48.82
10,320,300,73.47,14.23,566.6,132.51
10,320,320,60.27,11.32,572.07,95.44
10,320,340,68.7,16.18,547.07,58.7
10,320,360,68.73,12.36,506.93,47.21
10,320,380,61.4,17.59,539.87,55.78
10,320,400,62.67,17.09,560.67,113.32
10,340,0,30.97,24.88,537.87,98.77
10,340,20,37.43,17.12,595.8,143.86
10,340,40,45.63,17.26,565.93,92.18
10,340,60,53.43,19.55,642.27,119.73
10,340,80,62.8,28.48,637.6,162.18
10,340,100,61.7,11.4,577.4,133.33
10,340,120,59.7,11.68,598.87,143.53
10,340,140,59.8,15.73,636.93,130.04
10,340,160,58.57,13.54,585.33,132.38
10,340,180,57.87,15.89,576.27,124.73
10,340,200,69.03,13.23,620.67,126.0
10,340,220,68.57,14.66,566.47,151.94
10,340,240,69.03,15.62,596.33,130.99
10,340,260,64.63,19.73,578.33,77.17
10,340,280,61.5,20.43,590.67,104.6
10,340,300,66.93,17.15,580.6,119.67
10,340,320,60.9,14.72,569.67,81.85
10,340,340,65.6,17.4,529.0,89.65
10,340,360,67.7,17.72,538.33,74.37
10,340,380,73.27,14.13,518.6,57.74
10,340,400,62.67,16.96,566.13,91.71
10,360,0,33.7,20.33,503.53,39.55
10,360,20,38.67,27.42,537.47,79.16
10,360,40,47.43,17.6,577.2,81.72
10,360,60,51.57,17.75,624.93,141.86
10,360,80,49.83,20.78,554.0,110.66
10,360,100,56.1,18.17,644.8,121.87
10,360,120,56.03,16.65,661.67,176.96
10,360,140,66.27,18.8,578.73,88.36
10,360,160,64.53,15.19,632.67,144.79
10,360,180,61.37,17.96,660.13,185.88
10,360,200,70.37,12.05,601.27,103.78
10,360,220,73.67,16.65,626.07,135.02
10,360,240,76.13,12.06,638.8,147.76
10,360,260,71.97,11.15,565.93,60.41
10,360,280,69.97,14.01,548.87,72.91
10,360,300,72.27,16.37,567.33,67.95
10,360,320,67.5,16.77,614.47,133.45
10,360,340,65.33,20.69,559.33,77.81
10,360,360,71.67,13.72,550.73,76.58
10,360,380,71.73,20.15,626.07,84.45
10,360,400,66.9,15.44,548.6,120.72
10,380,0,18.3,13.63,550.2,132.27
10,380,20,40.3,17.76,600.87,90.26
10,380,40,37.97,18.51,596.2,166.84
10,380,60,49.1,17.79,658.53,176.29
10,380,80,55.77,14.45,587.73,121.74
10,380,100,56.73,14.62,595.67,117.16
10,380,120,52.1,15.83,590.13,77.74
10,380,140,55.53,21.12,636.33,117.3
10,380,160,61.13,14.31,650.33,131.64
10,380,180,63.73,15.06,617.4,150.31
10,380,200,71.53,13.68,660.13,117.54
10,380,220,62.5,23.74,589.0,96.4
10,380,240,67.7,19.66,640.4,148.43
10,380,260,64.43,12.62,627.27,230.19
10,380,280,72.6,16.52,580.4,90.16
10,380,300,75.6,9.62,595.33,93.84
10,380,320,66.33,13.21,576.73,62.79
10,380,340,65.93,13.35,558.67,62.72
10,380,360,65.1,18.23,549.47,84.82
10,380,380,69.97,17.01,567.27,87.26
10,380,400,58.7,14.1,577.6,68.58
10,400,0,29.2,15.9,538.73,75.6
10,400,20,36.03,19.88,584.6,94.87
10,400,40,45.6,16.41,606.33,124.22
10,400,60,54.33,15.81,604.93,124.98
10,400,80,58.63,15.84,625.8,161.47
10,400,100,57.37,20.56,630.4,118.41
10,400,120,67.33,16.59,629.33,136.34
10,400,140,54.7,19.42,628.33,131.36
10,400,160,59.8,16.63,612.73,150.03
10,400,180,67.27,14.28,661.67,190.92
10,400,200,68.63,12.84,608.67,114.68
10,400,220,63.13,13.13,599.93,95.38
10,400,240,58.0,22.61,636.2,194.31
10,400,260,74.43,13.26,572.13,72.97
10,400,280,65.03,19.41,600.87,74.29
10,400,300,69.33,18.03,605.4,151.61
10,400,320,72.9,15.83,578.87,106.76
10,400,340,73.37,16.62,565.2,99.19
10,400,360,65.03,16.64,585.8,88.12
10,400,380,70.93,14.18,594.53,86.45
10,400,400,74.4,12.5,610.93,121.0
15,0,0,9.17,12.09,337.07,46.19
15,0,20,3.0,6.46,348.07,63.93
15,0,40,2.07,4.32,309.87,16.72
15,0,60,8.0,11.22,317.93,35.98
15,0,80,8.1,7.33,309.27,22.27
15,0,100,10.3,11.31,313.13,46.2
15,0,120,14.4,10.0,312.73,27.88
15,0,140,13.97,16.47,320.73,31.95
15,0,160,13.73,9.67,305.6,28.32
15,0,180,5.77,11.66,308.6,16.36
15,0,200,11.47,13.26,301.27,11.74
15,0,220,4.9,6.21,306.67,17.6
15,0,240,5.7,7.17,301.0,12.19
15,0,260,9.6,10.3,306.07,9.41
15,0,280,7.33,8.97,307.93,21.19
15,0,300,7.0,8.32,311.67,20.53
15,0,320,16.23,14.32,307.0,19.95
15,0,340,9.83,15.12,302.4,13.61
15,0,360,9.67,15.06,306.07,19.01
15,0,380,11.73,17.78,303.27,8.34
15,0,400,11.43,14.23,307.87,12.21
15,20,0,17.8,17.32,320.53,36.93
15,20,20,7.2,10.1,337.93,53.15
15,20,40,12.67,12.8,324.27,25.94
15,20,60,16.3,12.42,330.2,62.34
15,20,80,21.33,12.74,326.0,58.76
15,20,100,6.13,3.84,321.4,52.39
15,20,120,11.8,9.64,321.93,40.04
15,20,140,18.43,17.29,318.2,59.31
15,20,160,22.1,14.86,306.0,17.8
15,20,180,21.47,16.28,304.73,15.18
15,20,200,14.0,14.28,309.07,17.78
15,20,220,12.83,13.12,303.93,13.61
15,20,240,12.8,12.59,309.4,20.93
15,20,260,8.6,10.98,308.07,9.35
15,20,280,20.17,19.35,310.87,20.72
15,20,300,8.57,11.63,303.87,13.64
15,20,320,9.5,10.13,312.67,26.07
15,20,340,9.17,13.15,305.93,10.67
15,20,360,14.13,17.47,306.0,12.86
15,20,380,6.5,5.8,307.93,17.6
15,20,400,11.73,14.83,306.67,10.77
15,40,0,22.23,26.22,345.73,50.05
15,40,20,21.2,15.03,337.93,46.85
15,40,40,23.63,13.68,350.13,49.33
15,40,60,32.8,20.78,334.67,36.24
15,40,80,37.17,15.38,334.93,42.47
15,40,100,36.43,15.27,317.13,29.08
15,40,120,21.17,12.2,337.27,63.97
15,40,140,28.97,15.84,318.93,27.72
15,40,160,21.3,12.68,319.8,36.23
15,40,180,20.57,12.98,309.6,15.24
15,40,200,19.13,13.77,314.47,23.93
15,40,220,18.57,14.94,304.67,6.49
15,40,240,26.5,16.53,325.2,23.31
15,40,260,16.93,15.36,308.47,10.03
15,40,280,20.17,18.36,307.2,16.36
15,40,300,18.53,14.54,308.27,8.42
15,40,320,15.67,11.76,314.87,15.38
15,40,340,14.43,15.73,311.0,10.96
15,40,360,16.23,10.93,316.8,20.41
15,40,380,16.7,15.79,310.53,16.98
15,40,400,11.87,12.46,311.87,16.35
15,60,0,31.77,17.34,346.4,45.08
15,60,20,50.53,21.38,353.53,45.64
15,60,40,51.83,22.06,356.6,74.66
15,60,60,47.53,25.76,335.07,27.23
15,60,80,54.03,19.2,341.2,59.66
15,60,100,42.7,17.27,320.67,12.37
15,60,120,41.2,15.2,324.2,26.74
15,60,140,37.8,15.34,331.8,26.32
15,60,160,28.0,15.84,313.93,11.76
15,60,180,27.4,15.15,312.33,11.96
15,60,200,30.63,12.92,322.8,19.95
15,60,220,25.27,10.99,317.8,14.42
15,60,240,28.17,14.84,324.13,29.73
15,60,260,25.0,17.72,321.6,21.03
15,60,280,17.47,12.08,312.73,17.67
15,60,300,24.7,14.34,315.8,11.37
15,60,320,15.8,14.09,314.4,17.64
15,60,340,13.0,13.42,310.53,12.3
15,60,360,19.57,14.39,308.8,8.84
15,60,380,22.67,18.24,319.07,23.91
15,60,400,22.33,19.14,313.93,11.79
15,80,0,45.03,19.13,375.33,76.46
15,80,20,57.73,16.57,391.47,60.94
15,80,40,56.43,17.57,355.27,25.12
15,80,60,59.47,17.89,340.93,40.89
15,80,80,54.1,20.89,336.93,30.96
15,80,100,45.47,22.27,334.4,27.86
15,80,120,58.47,17.44,341.2,38.14
15,80,140,50.73,18.77,344.53,75.29
15,80,160,45.3,18.51,332.73,37.67
15,80,180,38.4,18.41,325.07,41.18
15,80,200,40.5,24.62,315.33,23.49
15,80,220,32.03,10.18,317.33,16.88
15,80,240,28.2,15.62,318.8,17.85
15,80,260,30.1,14.68,315.47,12.71
15,80,280,26.5,17.19,325.73,34.73
15,80,300,27.2,18.98,320.8,30.73
15,80,320,23.37,12.16,317.73,12.49
15,80,340,20.93,15.23,317.8,10.72
15,80,360,17.5,13.08,319.73,14.38
15,80,380,31.63,15.29,317.07,11.91
15,80,400,16.7,16.16,323.8,28.36
15,100,0,44.63,20.16,346.93,17.68
15,100,20,66.9,17.55,450.67,104.0
15,100,40,58.6,16.6,382.13,80.01
15,100,60,64.43,15.76,380.2,70.6
15,100,80,58.0,19.12,341.53,39.93
15,100,100,54.9,24.99,361.13,54.16
15,100,120,62.13,18.12,350.93,33.94
15,100,140,61.13,15.62,353.33,48.81
15,100,160,50.33,14.84,333.73,14.18
15,100,180,57.57,18.58,325.87,15.56
15,100,200,41.83,14.95,317.13,10.34
15,100,220,43.53,21.17,327.27,52.8
15,100,240,41.43,15.72,316.73,7.16
15,100,260,36.47,19.15,320.0,12.12
15,100,280,33.77,15.28,323.33,14.66
15,100,300,33.17,14.31,320.33,10.53
15,100,320,33.2,16.02,318.27,10.83
15,100,340,26.7,16.83,321.2,12.63
15,100,360,29.9,18.88,325.73,17.83
15,100,380,21.07,14.01,323.07,22.22
15,100,400,25.57,23.4,323.87,32.11
15,120,0,40.47,22.19,371.0,39.42
15,120,20,65.2,16.5,379.33,54.87
15,120,40,69.0,17.06,368.87,29.66
15,120,60,67.77,15.69,370.6,34.57
15,120,80,66.97,13.95,358.67,19.19
15,120,100,62.4,15.05,359.87,91.42
15,120,120,66.7,15.97,339.53,14.2
15,120,140,58.9,19.06,344.0,49.7
15,120,160,62.13,16.13,339.8,56.79
15,120,180,55.77,17.26,325.27,9.32
15,120,200,57.1,15.39,330.87,32.76
15,120,220,50.5,20.05,333.13,14.73
15,120,240,48.43,12.75,326.8,10.4
15,120,260,39.23,20.63,327.0,12.77
15,120,280,40.67,14.11,328.47,21.13
15,120,300,34.57,14.05,329.47,17.06
15,120,320,34.7,15.97,326.73,18.58
15,120,340,36.2,16.01,329.67,21.65
15,120,360,30.0,15.01,317.4,11.78
15,120,380,26.43,14.9,322.07,10.02
15,120,400,23.97,16.46,317.8,11.26
15,140,0,46.33,23.87,370.93,94.54
15,140,20,61.07,23.89,390.47,67.26
15,140,40,72.0,13.89,374.0,47.91
15,140,60,69.6,12.66,366.27,29.04
15,140,80,76.73,14.72,359.4,28.83
15,140,100,78.53,12.44,354.4,33.32
15,140,120,71.6,15.06,350.2,26.36
15,140,140,73.47,11.07,358.47,58.15
15,140,160,69.33,15.87,344.33,16.05
15,140,180,60.37,18.23,346.47,34.0
15,140,200,51.67,20.76,326.53,12.36
15,140,220,57.0,13.23,344.6,31.0
15,140,240,44.23,15.91,329.07,11.09
15,140,260,40.07,20.5,333.73,16.88
15,140,280,43.83,21.56,330.53,18.51
15,140,300,42.97,14.76,328.53,23.88
15,140,320,38.63,16.13,327.93,12.6
15,140,340,41.23,14.82,328.67,13.9
15,140,360,26.5,20.08,325.0,14.6
15,140,380,32.0,16.9,330.87,24.72
15,140,400,25.53,15.63,325.73,8.8
15,160,0,39.13,13.23,365.8,36.64
15,160,20,49.23,15.75,427.87,113.45
15,160,40,72.73,14.54,388.2,61.27
15,160,60,77.63,16.61,394.07,41.38
15,160,80,80.47,16.66,380.67,27.49
15,160,100,71.17,18.87,357.4,25.5
15,160,120,73.73,13.97,356.8,36.33
15,160,140,67.07,13.37,357.93,27.44
15,160,160,70.23,14.27,346.6,17.16
15,160,180,65.07,19.01,350.93,24.26
15,160,200,57.57,11.24,336.33,13.24
15,160,220,66.83,11.79,346.73,34.48
15,160,240,56.33,14.77,347.07,34.25
15,160,260,47.7,16.01,334.07,17.73
15,160,280,48.87,17.89,334.47,21.51
15,160,300,45.33,16.98,346.2,21.22
15,160,320,38.97,16.32,333.8,18.32
15,160,340,36.2,17.58,337.87,15.54
15,160,360,35.9,18.67,339.73,16.21
15,160,380,28.93,17.07,333.13,14.02
15,160,400,29.47,16.7,338.67,12.37
15,180,0,46.37,19.25,388.2,81.96
15,180,20,55.63,17.63,479.4,172.1
15,180,40,69.13,15.69,384.0,62.91
15,180,60,79.47,13.23,381.6,46.5
15,180,80,83.5,9.09,398.27,85.0
15,180,100,80.03,12.77,415.87,71.34
15,180,120,79.4,10.04,361.93,21.1
15,180,140,80.97,14.79,371.2,54.64
15,180,160,75.33,15.93,361.93,43.47
15,180,180,68.4,19.53,343.33,16.38
15,180,200,61.5,17.25,353.13,22.52
15,180,220,73.13,12.37,345.13,23.48
15,180,240,62.67,19.32,351.87,20.98
15,180,260,51.37,20.21,337.47,17.42
15,180,280,50.13,13.0,347.6,14.98
15,180,300,48.5,14.78,348.07,22.64
15,180,320,42.1,13.72,343.53,23.05
15,180,340,43.13,20.4,330.4,18.91
15,180,360,41.43,14.78,339.33,19.66
15,180,380,38.53,16.03,333.13,22.18
15,180,400,32.27,13.03,335.8,16.16
15,200,0,38.1,20.38,397.27,43.49
15,200,20,54.83,17.71,446.6,65.53
15,200,40,69.77,17.9,408.13,44.44
15,200,60,79.37,14.5,418.6,54.54
15,200,80,81.37,14.88,406.07,65.69
15,200,100,83.17,11.63,390.27,39.76
15,200,120,81.07,12.01,374.13,28.05
15,200,140,83.3,9.33,393.6,36.03
15,200,160,77.7,17.18,381.53,38.95
15,200,180,80.1,13.69,370.53,30.3
15,200,200,72.63,16.67,356.27,29.33
15,200,220,71.03,17.28,374.4,66.62
15,200,240,68.23,16.02,356.8,25.98
15,200,260,63.07,13.35,357.2,27.06
15,200,280,59.77,15.69,346.73,14.45
15,200,300,60.37,17.1,353.27,24.29
15,200,320,43.73,17.99,333.87,14.82
15,200,340,46.77,17.48,345.8,27.8
15,200,360,53.5,20.31,348.2,19.63
15,200,380,50.8,17.47,343.87,24.76
15,200,400,42.17,16.94,344.87,18.28
15,220,0,40.0,24.02,383.73,52.06
15,220,20,55.37,21.12,428.27,109.79
15,220,40,68.27,15.69,417.67,80.63
15,220,60,74.53,13.51,412.4,51.97
15,220,80,79.63,18.57,414.27,77.27
15,220,100,82.53,10.13,423.93,88.13
15,220,120,85.83,9.04,412.87,62.88
15,220,140,87.23,11.08,428.67,70.19
15,220,160,83.1,13.44,403.67,62.5
15,220,180,79.9,14.36,383.73,36.79
15,220,200,77.47,11.83,390.13,43.38
15,220,220,79.33,10.42,366.33,25.09
15,220,240,71.73,15.61,366.87,35.97
15,220,260,72.4,15.15,358.13,20.59
15,220,280,70.23,17.55,359.47,27.68
15,220,300,59.67,18.05,355.2,26.83
15,220,320,62.87,13.43,355.6,26.65
15,220,340,58.9,17.55,354.4,21.99
15,220,360,46.1,13.97,366.8,42.93
15,220,380,52.73,17.66,345.33,25.0
15,220,400,36.7,21.16,353.93,21.23
15,240,0,45.17,13.33,405.8,78.21
15,240,20,54.03,21.52,419.07,86.63
15,240,40,67.03,23.1,452.53,101.7
15,240,60,75.6,15.61,433.6,100.07
15,240,80,82.13,13.93,410.07,58.87
15,240,100,86.73,12.69,449.13,98.53
15,240,120,84.03,14.62,391.13,55.89
15,240,140,89.87,12.36,417.0,52.86
15,240,160,86.43,10.08,403.2,58.51
15,240,180,80.87,14.65,426.87,70.4
15,240,200,79.43,13.27,407.53,52.43
15,240,220,79.63,11.81,374.33,29.8
15,240,240,78.3,19.1,387.93,42.82
15,240,260,73.9,11.85,371.53,25.67
15,240,280,72.9,20.19,356.93,21.54
15,240,300,58.47,18.99,367.33,29.23
15,240,320,56.1,12.11,363.2,28.48
15,240,340,53.53,22.24,359.8,29.69
15,240,360,50.07,17.23,357.2,28.22
15,240,380,50.93,22.54,358.2,19.05
15,240,400,46.33,20.16,353.6,21.68
15,260,0,38.2,19.0,436.93,154.19
15,260,20,53.93,22.98,454.27,70.26
15,260,40,65.53,19.52,451.47,87.98
15,260,60,84.8,11.0,454.6,63.22
15,260,80,84.03,9.95,414.4,58.37
15,260,100,80.8,12.02,451.4,77.47
15,260,120,90.27,8.98,417.0,67.47
15,260,140,81.07,16.52,408.53,54.88
15,260,160,92.97,7.3,439.33,55.06
15,260,180,85.0,13.17,413.87,61.69
15,260,200,80.97,14.03,393.27,33.88
15,260,220,79.93,14.39,404.6,69.9
15,260,240,83.53,11.33,399.27,37.96
15,260,260,80.73,9.77,391.07,41.11
15,260,280,75.6,12.3,381.2,31.54
15,260,300,67.07,18.7,386.2,46.62
15,260,320,59.7,13.43,378.33,42.01
15,260,340,60.23,15.84,370.87,48.43
15,260,360,64.5,14.08,379.93,64.32
15,260,380,57.93,18.21,369.27,25.97
15,260,400,53.03,13.57,361.93,30.7
15,280,0,31.7,16.94,407.73,57.73
15,280,20,51.37,17.21,488.33,116.22
15,280,40,69.53,11.91,486.47,177.25
15,280,60,70.27,15.33,502.93,112.37
15,280,80,80.73,15.35,429.6,72.37
15,280,100,87.43,11.35,449.6,67.52
15,280,120,81.9,13.6,451.0,73.47
15,280,140,88.3,6.24,439.87,60.37
15,280,160,91.97,7.54,442.8,74.81
15,280,180,91.83,8.55,433.33,64.88
15,280,200,82.57,10.16,394.47,48.14
15,280,220,81.03,13.19,417.73,55.39
15,280,240,81.57,16.09,396.33,32.26
15,280,260,82.83,11.73,387.0,35.32
15,280,280,77.23,16.21,396.53,41.79
15,280,300,62.03,12.44,394.07,41.78
15,280,320,71.2,12.18,390.47,22.6
15,280,340,69.63,15.1,385.4,19.76
15,280,360,68.13,12.03,401.73,53.58
15,280,380,56.0,21.01,390.47,55.85
15,280,400,60.13,14.61,389.93,40.74
15,300,0,34.17,17.19,410.53,72.88
15,300,20,50.63,17.19,463.4,85.23
15,300,40,66.73,22.84,476.53,98.93
15,300,60,72.53,17.22,466.8,121.48
15,300,80,87.67,11.16,502.27,135.65
15,300,100,85.17,13.53,518.13,144.51
15,300,120,89.23,9.52,475.73,89.44
15,300,140,90.1,8.1,434.8,46.29
15,300,160,84.67,13.78,459.27,82.17
15,300,180,85.5,12.48,428.27,62.39
15,300,200,90.47,9.11,446.53,114.99
15,300,220,87.0,10.97,446.0,91.8
15,300,240,85.5,10.8,399.93,33.33
15,300,260,85.2,19.85,411.07,53.06
15,300,280,84.07,12.82,407.33,39.41
15,300,300,77.23,15.69,413.27,55.18
15,300,320,69.43,14.09,380.6,32.44
15,300,340,71.0,16.46,418.8,35.89
15,300,360,67.43,20.83,395.93,42.11
15,300,380,65.4,14.93,392.2,43.63
15,300,400,62.57,16.96,376.27,27.26
15,320,0,35.6,16.23,404.27,47.97
15,320,20,52.67,12.36,451.07,69.07
15,320,40,61.13,21.5,527.87,160.16
15,320,60,73.23,14.38,489.53,102.63
15,320,80,83.33,12.98,474.67,88.5
15,320,100,81.5,14.37,492.93,107.4
15,320,120,88.17,7.33,448.47,68.44
15,320,140,89.03,12.49,475.67,104.37
15,320,160,88.93,10.68,461.13,67.31
15,320,180,95.23,6.89,478.8,79.07
15,320,200,88.2,10.01,446.93,59.21
15,320,220,90.3,8.96,459.33,95.07
15,320,240,88.03,11.74,456.47,46.37
15,320,260,82.4,13.51,412.0,66.35
15,320,280,80.37,11.83,430.53,65.41
15,320,300,84.97,7.97,414.73,38.17
15,320,320,77.07,14.61,424.87,55.03
15,320,340,72.1,15.03,403.2,45.79
15,320,360,69.9,14.91,401.8,42.63
15,320,380,66.9,18.32,389.27,31.91
15,320,400,70.0,13.58,381.73,28.24
15,340,0,31.73,22.53,417.87,48.11
15,340,20,53.53,20.01,448.67,59.69
15,340,40,58.13,25.14,504.2,122.01
15,340,60,76.2,12.31,516.27,143.52
15,340,80,74.67,12.86,502.07,104.39
15,340,100,87.47,11.61,521.87,159.1
15,340,120,86.43,13.24,543.2,104.19
15,340,140,91.7,10.02,500.07,109.96
15,340,160,90.73,10.89,490.8,84.53
15,340,180,93.6,8.82,465.4,84.32
15,340,200,86.6,14.25,480.13,99.33
15,340,220,86.17,13.37,480.8,106.2
15,340,240,85.3,11.32,451.4,62.66
15,340,260,87.87,10.42,448.87,56.72
15,340,280,86.23,11.91,460.53,85.34
15,340,300,81.8,16.33,441.13,77.65
15,340,320,78.2,15.51,419.0,56.53
15,340,340,73.8,16.51,434.2,61.52
15,340,360,77.17,16.98,432.27,80.29
15,340,380,70.2,13.11,435.13,66.35
15,340,400,60.43,14.77,445.4,81.14
15,360,0,30.07,21.36,456.2,97.74
15,360,20,40.0,18.96,495.53,96.31
15,360,40,67.67,19.2,494.0,126.17
